"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"DeSclafani, Anthony",543101,"SF","SIFT","Sinker",-1,-4,"430",27.7,"129","0.283","0.5","0.366",11.2,21.7,21.1,"0.302","0.532","0.376",53.3
"Peguero, Elvis",665625,"MIL","SIFT","Sinker",2.2,10,"448",49.1,"129","0.234","0.315","0.311",20.2,13.2,22.4,"0.257","0.364","0.327",40.4
"Wood, Alex",622072,"SF","SL","Slider",-1.4,-6,"446",26.1,"128","0.288","0.441","0.362",25,19.5,16.3,"0.259","0.44","0.34",37.5
"Wood, Alex",622072,"SF","CH","Changeup",-0.3,-1,"500",29.3,"128","0.273","0.388","0.317",15.4,7.8,9.2,"0.3","0.422","0.32",33.6
"Olson, Reese",681857,"DET","SL","Slider",-0.4,-2,"534",30.6,"128","0.217","0.433","0.321",41.6,32,22.8,"0.216","0.441","0.3",40.5
"Urías, Julio",628711,"LAD","SV","Slurve",0.4,2,"555",30,"128","0.233","0.457","0.338",22.9,19.5,20.2,"0.238","0.455","0.324",23.9
"Leiter Jr., Mark",643410,"CHC","FS","Splitter",0.3,1,"359",34,"128","0.134","0.223","0.217",48.2,50.8,30.1,"0.127","0.232","0.216",31.3
"Gallen, Zac",668678,"AZ","CH","Changeup",1.6,7,"453",13.9,"128","0.21","0.336","0.267",31.4,24.2,20.5,"0.237","0.384","0.295",34.1
"Rogers, Taylor",573124,"SF","ST","Sweeper",1.1,5,"471",56.5,"128","0.165","0.33","0.287",32.6,30.5,25.3,"0.173","0.32","0.273",31.5
"Gomber, Austin",596295,"COL","SL","Slider",0.3,1,"433",20,"128","0.275","0.383","0.306",24.7,14.8,17,"0.26","0.406","0.302",35.9
"Blackburn, Paul",621112,"OAK","SIFT","Sinker",-0.2,-1,"452",24.1,"128","0.306","0.435","0.382",14.9,28.9,25.5,"0.224","0.332","0.304",47.2
"Gibson, Kyle",502043,"BAL","FC","Cutter",-1.3,-6,"504",16.6,"127","0.345","0.552","0.398",15.4,6.3,13.1,"0.323","0.488","0.368",35.4
"Montero, Rafael",606160,"HOU","FF","4-Seamer",0.3,2,"615",49.1,"127","0.227","0.427","0.334",34.6,35.4,22.2,"0.218","0.435","0.33",49.2
"Merryweather, Julian",657240,"CHC","SL","Slider",1.4,9,"605",49.3,"127","0.205","0.303","0.238",45.3,39.4,24.5,"0.198","0.291","0.229",29.2
"Assad, Javier",665871,"CHC","FC","Cutter",1.2,5,"471",27.5,"127","0.216","0.414","0.335",18.2,11.8,17.2,"0.273","0.473","0.363",43.8
"Bieber, Shane",669456,"CLE","FC","Cutter",-0.2,-1,"526",26.9,"127","0.319","0.469","0.394",29.1,7.9,14.9,"0.324","0.508","0.392",37.9
"Richards, Trevor",670950,"TOR","FF","4-Seamer",-1.5,-9,"587",43.4,"127","0.33","0.538","0.42",20.9,21.3,15,"0.262","0.482","0.375",52.5
"Ramirez, Yohan",670990,"CWS","SIFT","Sinker",-0.5,-2,"502",70.3,"127","0.288","0.385","0.389",15.5,10.2,11.4,"0.259","0.359","0.344",36.3
"Allen, Logan",671106,"CLE","ST","Sweeper",-0.3,-1,"470",22,"127","0.263","0.381","0.322",29.9,29.9,19.9,"0.222","0.321","0.266",23.8
"Baumann, Mike",657508,"BAL","FF","4-Seamer",0,0,"550",51.4,"126","0.225","0.402","0.355",22.4,15.1,13.2,"0.262","0.486","0.385",45.9
"Rea, Colin",607067,"MIL","FC","Cutter",-0.4,-2,"535",26.5,"126","0.245","0.519","0.376",29.3,11.1,13.5,"0.266","0.494","0.376",38.3
"Boyd, Matthew",571510,"DET","FF","4-Seamer",-0.6,-3,"455",38.6,"126","0.281","0.509","0.37",29.5,23,22.8,"0.263","0.482","0.349",42.4
"Greinke, Zack",425844,"KC","SL","Slider",0.7,3,"444",20,"125","0.214","0.282","0.249",23.1,20,15.7,"0.231","0.331","0.272",25.8
"Seabold, Connor",657756,"COL","SL","Slider",-2.7,-13,"476",30.5,"125","0.313","0.616","0.423",26.2,14.4,10.7,"0.255","0.475","0.339",37.5
"Cruz, Fernando",518585,"CIN","FS","Splitter",2.7,11,"402",35.9,"125","0.094","0.154","0.152",56.7,64,33.5,"0.093","0.137","0.137",24.3
"Bassitt, Chris",605135,"TOR","FC","Cutter",-1.3,-6,"479",15.3,"125","0.276","0.5","0.358",25.1,27.2,19.1,"0.245","0.451","0.316",41
"Valdez, Framber",664285,"HOU","CH","Changeup",0.1,0,"462",15.7,"125","0.231","0.342","0.299",31.1,23.2,26.9,"0.259","0.385","0.301",36.3
"Flaherty, Jack",656427,"BAL","CUKC","Curveball",0.1,1,"512",19.4,"125","0.204","0.372","0.282",40.2,33.6,21.8,"0.221","0.326","0.274",29.2
"Weathers, Ryan",677960,"MIA","FF","4-Seamer",-1.8,-11,"602",56.1,"124","0.34","0.575","0.435",20.2,19.4,15.4,"0.233","0.398","0.322",42.9
"Ginkel, Kevin",656464,"AZ","SL","Slider",1.6,7,"454",43,"124","0.162","0.248","0.202",40.4,37.1,25.6,"0.161","0.23","0.191",37
"Pérez, Eury",691587,"MIA","SL","Slider",1.9,9,"473",30.8,"124","0.183","0.365","0.261",47.7,39.5,28.5,"0.164","0.3","0.227",34.3
"Berríos, José",621244,"TOR","FF","4-Seamer",0.6,4,"599",20.4,"123","0.254","0.456","0.325",27.6,22,20,"0.275","0.501","0.345",51.7
"Davies, Zach",605200,"AZ","SIFT","Sinker",-1.9,-9,"487",32.5,"123","0.381","0.552","0.449",9.6,9.8,12.9,"0.347","0.518","0.416",43.6
"Verlander, Justin",434378,"HOU","CUKC","Curveball",0.3,1,"520",20,"123","0.241","0.328","0.284",24.4,21.1,16.7,"0.226","0.319","0.26",26.7
"Wheeler, Zack",554430,"PHI","FC","Cutter",-0.3,-1,"453",14.4,"123","0.27","0.426","0.332",22.8,17.9,16.4,"0.291","0.439","0.337",34.4
"Gore, MacKenzie",669022,"WSH","CUKC","Curveball",-1.1,-5,"463",18.8,"123","0.257","0.416","0.331",37.9,34.1,24.3,"0.231","0.396","0.297",40.3
"Fried, Max",608331,"ATL","FF","4-Seamer",0.9,4,"416",33.4,"122","0.291","0.418","0.341",17.7,17.2,19.6,"0.261","0.382","0.31",36.7
"King, Michael",650633,"NYY","ST","Sweeper",-0.7,-4,"493",29.3,"122","0.264","0.455","0.348",39.5,29.5,22.6,"0.226","0.367","0.299",26.7
"Graterol, Brusdar",660813,"LAD","SIFT","Sinker",3.2,13,"405",43.6,"122","0.224","0.284","0.266",9.4,18,23.7,"0.229","0.286","0.248",30.9
"Bello, Brayan",678394,"BOS","FF","4-Seamer",-1.4,-8,"540",20.6,"122","0.31","0.646","0.424",19.9,18,12.4,"0.285","0.559","0.374",46.7
"Peguero, Elvis",665625,"MIL","SL","Slider",0.1,0,"465",50.9,"122","0.209","0.291","0.274",41,30.3,23.7,"0.22","0.322","0.273",35.1
"Walker, Ryan",676254,"SF","SIFT","Sinker",0.7,4,"535",49.6,"121","0.279","0.356","0.333",17.5,22.3,21.1,"0.232","0.307","0.287",23.8
"Anderson, Chase",502624,"COL","FF","4-Seamer",-2.1,-10,"452",31.2,"121","0.351","0.619","0.466",17.3,13.2,15.1,"0.304","0.572","0.43",44.6
"Lyles, Jordan",543475,"KC","SIFT","Sinker",-1.2,-4,"370",13.1,"121","0.255","0.462","0.353",15.6,16.5,20.8,"0.28","0.475","0.366",40.7
"Dunning, Dane",641540,"TEX","CH","Changeup",-0.7,-3,"421",15.6,"121","0.301","0.478","0.367",25.8,12.4,13.8,"0.28","0.445","0.335",32.7
"Contreras, Roansy",672710,"PIT","FF","4-Seamer",-3.3,-15,"459",40.2,"121","0.381","0.598","0.476",9.7,9.9,13.3,"0.337","0.579","0.451",54
"Littell, Zack",641793,"TB","SL","Slider",0.9,4,"428",32.2,"121","0.27","0.47","0.342",17.9,7.4,15.8,"0.309","0.497","0.357",45.8
"Pressly, Ryan",519151,"HOU","SL","Slider",1.7,7,"411",40.1,"121","0.184","0.316","0.252",35,25.6,27,"0.245","0.393","0.285",43.5
"Olson, Reese",681857,"DET","FF","4-Seamer",0.4,2,"499",28.6,"121","0.179","0.396","0.312",15.6,22.3,15.7,"0.267","0.587","0.397",43
"Carrasco, Carlos",471911,"NYM","FF","4-Seamer",-1.1,-6,"506",31.9,"120","0.352","0.648","0.458",16.7,8.3,8.5,"0.329","0.591","0.426",50.5
"Santos, Gregory",666619,"CWS","SIFT","Sinker",-1.8,-8,"458",43.7,"120","0.343","0.481","0.403",21.1,15,16.5,"0.289","0.372","0.328",37.8
"Kelly, Merrill",518876,"AZ","SIFT","Sinker",0.6,2,"342",12.2,"120","0.261","0.378","0.31",16.3,20,25,"0.291","0.442","0.343",48.9
"Manoah, Alek",666201,"TOR","FF","4-Seamer",-2.1,-10,"490",29,"120","0.316","0.592","0.437",24.4,18.3,15.4,"0.29","0.596","0.427",54.5
"Kaprielian, James",621076,"OAK","FF","4-Seamer",-0.7,-3,"451",41.3,"120","0.202","0.384","0.329",25.2,19.2,16,"0.219","0.446","0.348",49.4
"Weaver, Luke",596133,"NYY","CH","Changeup",-1.3,-6,"452",20,"120","0.316","0.547","0.383",32.3,26.7,21.5,"0.275","0.412","0.304",30.6
"Faedo, Alex",656412,"DET","FF","4-Seamer",0.6,3,"502",48.5,"119","0.2","0.438","0.325",12.4,15.1,12.8,"0.262","0.513","0.369",42.5
"Hand, Brad",543272,"ATL","ST","Sweeper",-0.6,-3,"483",49.8,"119","0.236","0.415","0.314",28.6,32.8,20.2,"0.214","0.318","0.271",29
"Pearson, Nate",663878,"TOR","FF","4-Seamer",1,5,"456",61.9,"119","0.229","0.381","0.313",24.3,20.2,21.1,"0.233","0.421","0.325",51.9
"Stripling, Ross",548389,"SF","SL","Slider",-0.1,0,"424",29.2,"119","0.274","0.487","0.344",17.9,11.8,13.9,"0.295","0.554","0.374",47.5
"Taillon, Jameson",592791,"CHC","ST","Sweeper",0.9,3,"375",14.8,"119","0.239","0.342","0.261",27.3,27.7,20.5,"0.21","0.322","0.232",23.5
"Sims, Lucas",608371,"CIN","FF","4-Seamer",0.8,4,"460",43.5,"119","0.191","0.36","0.321",23.1,26.1,21.4,"0.195","0.361","0.324",37.5
"Winckowski, Josh",670174,"BOS","FC","Cutter",1.3,7,"491",35.5,"118","0.248","0.305","0.301",33.3,28,28.9,"0.209","0.27","0.262",26.4
"Stripling, Ross",548389,"SF","CH","Changeup",-2.5,-9,"360",24.8,"118","0.305","0.508","0.359",28.9,22,17.1,"0.296","0.482","0.331",29.3
"Kremer, Dean",665152,"BAL","SIFT","Sinker",1.3,6,"426",14.6,"118","0.269","0.38","0.317",8.1,12.7,19.7,"0.307","0.456","0.359",40.9
"Morgan, Eli",669212,"CLE","CH","Changeup",0.8,3,"377",31.4,"118","0.236","0.327","0.286",30.8,32.2,23.3,"0.215","0.321","0.256",23.3
"Pérez, Martín",527048,"TEX","FC","Cutter",-2.6,-13,"492",22.1,"118","0.342","0.64","0.431",11.7,11.9,14.3,"0.321","0.614","0.409",42.9
"Graveman, Kendall",608665,"HOU","SIFT","Sinker",0.7,3,"439",39.4,"118","0.26","0.5","0.386",16.8,8.5,12.7,"0.309","0.493","0.397",36.7
"Peterson, David",656849,"NYM","SIFT","Sinker",0.9,5,"498",25.3,"118","0.314","0.486","0.399",16.5,11.9,20.9,"0.303","0.449","0.363",47.3
"Díaz, Alexis",664747,"CIN","FF","4-Seamer",-1.1,-6,"564",48.5,"118","0.239","0.359","0.354",30.6,24.6,24.8,"0.217","0.356","0.336",46.2
"Megill, Tylor",656731,"NYM","SL","Slider",0,0,"460",20.6,"118","0.264","0.445","0.332",31.1,27.1,18,"0.265","0.474","0.337",39.2
"Lively, Ben",594902,"CIN","FF","4-Seamer",-2.4,-11,"445",32.2,"118","0.365","0.673","0.476",18.2,10.2,13.8,"0.328","0.615","0.432",38
"Medina, Luis",665622,"OAK","SL","Slider",-1.2,-6,"462",23.8,"117","0.233","0.456","0.349",48.2,40.2,26.9,"0.203","0.339","0.284",50.9
"Davies, Zach",605200,"AZ","CH","Changeup",-1.9,-7,"371",24.8,"117","0.275","0.477","0.34",37.2,28.2,23.6,"0.256","0.413","0.309",37.7
"Ortiz, Luis L.",682847,"PIT","SIFT","Sinker",2.1,9,"414",28.3,"117","0.291","0.34","0.323",13.5,4.3,15.6,"0.322","0.483","0.378",51
"Bielak, Brandon",656232,"HOU","FF","4-Seamer",-1.7,-7,"423",30.5,"117","0.276","0.51","0.415",16,16.2,17.4,"0.262","0.496","0.378",54.4
"Wilson, Bryse",669060,"MIL","SIFT","Sinker",0.1,0,"404",34.9,"117","0.31","0.5","0.398",12.8,17.1,22,"0.28","0.445","0.353",42.2
"Hernandez, Jose",669796,"PIT","SL","Slider",1.5,7,"481",55.9,"117","0.17","0.259","0.216",39.5,42.7,29.8,"0.176","0.258","0.21",23.8
"Payamps, Joel",606303,"MIL","SL","Slider",1,5,"490",43.8,"117","0.192","0.279","0.26",28.6,31.6,21.6,"0.196","0.269","0.247",27.5
"Beck, Tristan",663941,"SF","FF","4-Seamer",2.7,13,"476",36.7,"117","0.17","0.189","0.218",17.4,15.4,16.5,"0.234","0.361","0.296",37.5
"Bummer, Aaron",607481,"CWS","ST","Sweeper",1.1,5,"418",38,"117","0.16","0.245","0.23",44.8,46.2,29.2,"0.151","0.221","0.216",30.8
"Gray, Josiah",680686,"WSH","SIFT","Sinker",-0.5,-3,"483",17.2,"116","0.313","0.385","0.383",13.8,11.2,10.7,"0.318","0.483","0.404",38.6
"Yates, Kirby",489446,"ATL","FS","Splitter",1.9,9,"471",44.5,"116","0.16","0.22","0.243",34.3,29.3,22.2,"0.222","0.328","0.296",34.3
"Sears, JP",676664,"OAK","CH","Changeup",0.4,2,"434",15.1,"116","0.277","0.438","0.337",22.5,9.5,13.1,"0.31","0.518","0.364",44.6
"Doval, Camilo",666808,"SF","SL","Slider",1.6,7,"412",36.2,"115","0.173","0.296","0.276",49.3,41.7,31.4,"0.156","0.277","0.254",29.4
"Bummer, Aaron",607481,"CWS","SIFT","Sinker",-0.8,-4,"498",45.3,"115","0.323","0.452","0.403",15.4,9.6,12.4,"0.297","0.397","0.372",54.2
"Freeland, Kyle",607536,"COL","FF","4-Seamer",0.1,0,"444",18.4,"115","0.239","0.431","0.32",12.7,8.7,9.7,"0.251","0.388","0.287",35.6
"Taillon, Jameson",592791,"CHC","CUKC","Curveball",-0.2,-1,"382",15.1,"115","0.193","0.339","0.262",20.2,27.8,19.9,"0.214","0.419","0.286",40.5
"Wesneski, Hayden",669713,"CHC","FF","4-Seamer",-1.6,-7,"438",29.6,"115","0.327","0.636","0.438",16.5,15.7,14.5,"0.326","0.633","0.423",49.4
"Gomber, Austin",596295,"COL","CH","Changeup",-0.2,-1,"390",18.1,"114","0.296","0.509","0.36",19.9,7,10.5,"0.277","0.477","0.336",32.7
"Muller, Kyle",666205,"OAK","SL","Slider",-0.8,-3,"368",25.3,"114","0.293","0.475","0.362",24.2,15.8,16.8,"0.276","0.487","0.362",29.4
"Woodford, Jake",663765,"STL","SIFT","Sinker",-0.3,-1,"456",50.2,"114","0.299","0.536","0.401",11,12.3,13.9,"0.305","0.511","0.394",47.1
"Blanco, Ronel",669854,"HOU","SL","Slider",1.5,7,"440",48.6,"114","0.189","0.321","0.26",42.6,28.1,21.6,"0.197","0.326","0.256",23
"Honeywell, Brent",641703,"CWS","FF","4-Seamer",-0.3,-1,"444",47.1,"114","0.27","0.416","0.386",16.1,11.4,11.4,"0.319","0.509","0.428",50.6
"Minter, A.J.",621345,"ATL","FC","Cutter",-0.7,-3,"413",38.9,"113","0.255","0.377","0.309",37.6,33.6,28.6,"0.233","0.369","0.284",34.8
"Scherzer, Max",453286,"TEX","SL","Slider",-0.2,-1,"414",16.8,"113","0.25","0.545","0.336",36.4,29.2,22.6,"0.245","0.465","0.302",35.4
"Sandlin, Nick",680704,"CLE","SL","Slider",1.5,7,"500",49.6,"113","0.154","0.356","0.253",38.5,29.2,19.9,"0.166","0.32","0.239",25
"McHugh, Collin",543521,"ATL","FC","Cutter",0,0,"466",45.8,"113","0.33","0.392","0.37",22.6,9.7,11.7,"0.309","0.409","0.363",31
"Alzolay, Adbert",640470,"CHC","SL","Slider",2.2,10,"433",45,"113","0.194","0.311","0.26",40.6,33.6,24.7,"0.213","0.333","0.264",34.3
"Ginkel, Kevin",656464,"AZ","FF","4-Seamer",-0.1,0,"499",47.3,"113","0.229","0.375","0.319",24.2,19.5,15,"0.252","0.473","0.357",38.7
"Corbin, Patrick",571578,"WSH","FF","4-Seamer",-0.9,-4,"499",17.1,"113","0.327","0.564","0.384",11.8,6.2,7.1,"0.353","0.692","0.446",55
"Varland, Louie",686973,"MIN","FF","4-Seamer",0.4,2,"466",42.7,"113","0.267","0.533","0.37",23.7,26.5,20.7,"0.235","0.447","0.316",53.3
"Cabrera, Edward",665795,"MIA","CUKC","Curveball",-1,-4,"420",23.3,"113","0.24","0.38","0.319",38,45.1,33.1,"0.185","0.3","0.263",44.9
"Webb, Jacob",657097,"BAL","FF","4-Seamer",1.6,7,"450",48.5,"113","0.185","0.326","0.304",29.7,27.4,23.1,"0.237","0.407","0.349",54.8
"Skubal, Tarik",669373,"DET","FF","4-Seamer",2.3,10,"438",36,"112","0.206","0.299","0.248",25.6,37.5,25.6,"0.19","0.288","0.226",43.1
"Marsh, Alec",679525,"KC","FF","4-Seamer",-0.2,-1,"500",37.3,"112","0.256","0.523","0.41",25.8,28.6,23.4,"0.241","0.489","0.394",41.8
"Yarbrough, Ryan",642232,"LAD","CUKC","Curveball",-0.1,0,"371",26.1,"112","0.208","0.386","0.296",38.2,34.8,22.5,"0.206","0.365","0.287",27.4
"Gallegos, Giovanny",606149,"STL","SL","Slider",-0.6,-3,"409",46.3,"112","0.214","0.447","0.319",50.6,31.3,22.2,"0.228","0.417","0.305",36.2
"Gray, Sonny",543243,"MIN","CUKC","Curveball",0.9,4,"476",16.9,"112","0.257","0.371","0.307",28.2,19.6,19.5,"0.263","0.421","0.317",43.4
"Tonkin, Michael",543859,"ATL","SL","Slider",0.1,0,"478",37.3,"112","0.196","0.304","0.277",30.4,24.1,14.8,"0.212","0.286","0.255",30.3
"Ottavino, Adam",493603,"NYM","SIFT","Sinker",0.7,3,"386",37.7,"111","0.242","0.374","0.343",16.6,21.6,20.9,"0.227","0.366","0.332",50.7
"Karinchak, James",675916,"CLE","FF","4-Seamer",-1.4,-6,"413",56.3,"111","0.222","0.407","0.367",24.7,25.2,20.3,"0.259","0.498","0.412",49.1
"Peralta, Wandy",593974,"NYY","CH","Changeup",0.9,4,"390",44.4,"111","0.185","0.337","0.323",36.8,24.3,21.6,"0.243","0.386","0.343",32.3
"Stroman, Marcus",573186,"CHC","SV","Slurve",0.7,4,"505",22.9,"111","0.238","0.376","0.3",30.6,31.5,22.9,"0.251","0.407","0.311",38.8
"Cease, Dylan",656302,"CWS","CUKC","Curveball",-2.4,-12,"495",15.2,"111","0.298","0.538","0.386",24.9,20.7,19.8,"0.292","0.514","0.362",42.7
"Liberatore, Matthew",669461,"STL","FF","4-Seamer",-0.5,-2,"406",38.3,"111","0.305","0.486","0.359",16,14.4,18.4,"0.321","0.564","0.392",46.1
"Waldichuk, Ken",686610,"OAK","CH","Changeup",-1,-4,"423",16.6,"111","0.34","0.515","0.377",37.4,16.2,19.1,"0.288","0.452","0.332",34.1
"Phillips, Evan",623465,"LAD","ST","Sweeper",2.9,12,"416",45.5,"111","0.111","0.194","0.165",42.1,43.2,29.4,"0.169","0.267","0.195",37.7
"Gallegos, Giovanny",606149,"STL","FF","4-Seamer",-0.2,-1,"443",50.2,"111","0.267","0.448","0.32",20.1,21.6,17.5,"0.267","0.454","0.319",56.6
"Smith, Will",519293,"TEX","SL","Slider",3.9,17,"432",50.1,"110","0.12","0.213","0.152",39.6,39.1,27.9,"0.151","0.23","0.173",23.1
"Garrett, Braxton",666129,"MIA","FC","Cutter",1.7,7,"440",17.7,"110","0.243","0.477","0.314",24.7,17.3,20.2,"0.315","0.573","0.383",48.9
"Greinke, Zack",425844,"KC","CH","Changeup",-0.8,-3,"369",16.6,"110","0.241","0.37","0.273",20.7,17.3,14.4,"0.271","0.355","0.276",36.7
"Walker, Taijuan",592836,"PHI","FC","Cutter",-0.5,-3,"496",17.5,"110","0.284","0.441","0.343",15.8,10,11.5,"0.268","0.38","0.297",31.2
"Ragans, Cole",666142,"KC","CH","Changeup",2.8,11,"376",23.7,"110","0.152","0.192","0.212",34.4,22.7,19.7,"0.195","0.277","0.248",20
"Syndergaard, Noah",592789,"CLE","CH","Changeup",-2.4,-7,"311",22.1,"110","0.286","0.571","0.376",21.8,19.1,17.2,"0.303","0.561","0.379",34.5
"Grove, Michael",675627,"LAD","FF","4-Seamer",-2.9,-12,"423",36.9,"110","0.42","0.72","0.506",9.2,10,12.4,"0.371","0.637","0.451",51.7
"Gomber, Austin",596295,"COL","CUKC","Curveball",-0.8,-3,"362",16.8,"110","0.226","0.358","0.284",28,34.5,21.5,"0.217","0.374","0.266",44.1
"Loup, Aaron",571901,"LAA","SIFT","Sinker",-0.8,-4,"452",54,"110","0.361","0.505","0.427",12.3,16.4,15.3,"0.274","0.467","0.359",43
"Cosgrove, Tom",676680,"SD","SL","Slider",1,4,"437",52.2,"110","0.153","0.265","0.238",27.7,27.3,17.9,"0.151","0.239","0.226",16.2
"Megill, Trevor",656730,"MIL","FF","4-Seamer",0.2,1,"432",72.1,"110","0.281","0.406","0.33",25.4,26.4,23.2,"0.234","0.389","0.31",40
"Lively, Ben",594902,"CIN","SIFT","Sinker",1.1,3,"303",21.9,"109","0.255","0.412","0.313",15.2,29.4,27.6,"0.221","0.356","0.275",34.3
"Wells, Tyler",669330,"BAL","CH","Changeup",0.1,0,"353",18.5,"109","0.196","0.382","0.282",32.8,26.6,20.7,"0.209","0.356","0.269",19.2
"Kelly, Kevin",687330,"TB","ST","Sweeper",0,0,"436",40.9,"109","0.212","0.288","0.248",27.5,22,14.6,"0.198","0.278","0.226",22.5
"Bradish, Kyle",680694,"BAL","FF","4-Seamer",-1.4,-8,"592",22.4,"109","0.366","0.602","0.456",15,11.9,10.3,"0.337","0.563","0.428",53.8
"Ramírez, Erasmo",541640,"TB","FC","Cutter",-1.8,-7,"416",43.2,"109","0.354","0.556","0.4",17,11.9,16.5,"0.307","0.515","0.369",47.2
"Kirby, George",669923,"SEA","SL","Slider",1.1,6,"558",19.8,"109","0.267","0.381","0.301",22.1,12.8,9.7,"0.273","0.37","0.288",28.3
"Llovera, Mauricio",661440,"BOS","SIFT","Sinker",0.3,1,"392",63.1,"108","0.245","0.287","0.314",10.6,16.7,15.8,"0.26","0.371","0.321",46.8
"Houser, Adrian",605288,"MIL","FF","4-Seamer",0.3,1,"441",23.8,"108","0.227","0.34","0.293",23.7,25.9,16.4,"0.198","0.354","0.276",54.3
"Castro, Miguel",612434,"AZ","SL","Slider",0.9,4,"420",41.7,"108","0.171","0.333","0.235",33.8,30.6,23.4,"0.194","0.36","0.246",23.6
"Bard, Daniel",453268,"COL","SL","Slider",-0.3,-1,"423",45.3,"108","0.224","0.471","0.353",25.4,25.9,20.1,"0.233","0.491","0.366",32.3
"France, J.P.",641585,"HOU","FC","Cutter",0.5,2,"417",18.9,"108","0.317","0.446","0.35",22,11.1,15.8,"0.28","0.458","0.322",33.3
"Hudson, Dakota",641712,"STL","SL","Slider",-1.3,-6,"423",32.1,"108","0.255","0.426","0.328",39.1,31.5,22.4,"0.238","0.444","0.327",46
"Floro, Dylan",571670,"MIN","SIFT","Sinker",0,0,"305",31.7,"108","0.344","0.396","0.377",8.7,21.3,25.3,"0.253","0.31","0.295",45.2
"Valdez, Framber",664285,"HOU","FC","Cutter",-1,-4,"385",13,"107","0.18","0.34","0.26",44.4,48.6,29.4,"0.18","0.327","0.245",45.8
"Castro, Miguel",612434,"AZ","SIFT","Sinker",0.1,0,"428",42.5,"107","0.256","0.411","0.349",15.6,12.1,19.7,"0.274","0.408","0.353",33.3
"Cisnero, José",542585,"DET","FF","4-Seamer",-0.6,-2,"362",36.7,"107","0.216","0.432","0.357",25.6,31.8,24.1,"0.23","0.433","0.354",35.2
"Jackson, Andre",656578,"PIT","FF","4-Seamer",1.1,5,"446",44.6,"107","0.222","0.367","0.327",19.1,18.7,17.5,"0.258","0.443","0.357",47.2
"Baker, Bryan",641329,"BAL","FF","4-Seamer",-0.8,-3,"445",56.7,"107","0.267","0.467","0.363",22.4,25.2,18.2,"0.253","0.425","0.342",48.5
"Martinez, Nick",607259,"SD","SIFT","Sinker",0.4,2,"391",22.3,"107","0.296","0.337","0.309",8.8,10.3,11.3,"0.307","0.404","0.334",29.2
"Soto, Gregory",642397,"PHI","SIFT","Sinker",1.6,7,"418",43.3,"107","0.209","0.275","0.295",21.4,15,20,"0.223","0.305","0.291",31.6
"Glasnow, Tyler",607192,"TB","CUKC","Curveball",1.4,6,"403",21.3,"107","0.095","0.19","0.137",51.6,68.2,29.7,"0.107","0.198","0.145",45.5
"Beck, Tristan",663941,"SF","ST","Sweeper",-2,-6,"284",21.9,"106","0.25","0.452","0.314",30.8,29.2,22,"0.205","0.341","0.24",26
"Miller, Bobby",676272,"LAD","SIFT","Sinker",1.7,7,"387",19.7,"106","0.253","0.374","0.333",18.1,12.3,17.8,"0.268","0.399","0.341",39.2
"Muñoz, Andrés",662253,"SEA","SL","Slider",0.7,3,"406",48.6,"106","0.23","0.36","0.287",48.3,39.6,29.6,"0.197","0.294","0.238",34.5
"Woo, Bryan",693433,"SEA","SIFT","Sinker",1.1,4,"370",25.6,"106","0.213","0.372","0.314",20.8,16,16.2,"0.234","0.34","0.294",28.2
"Woodruff, Brandon",605540,"MIL","FF","4-Seamer",1.1,5,"428",41,"106","0.177","0.385","0.279",31.4,43.4,23.7,"0.17","0.292","0.243",48
"Long, Sam",669674,"OAK","FF","4-Seamer",-1.3,-5,"384",49.5,"106","0.348","0.522","0.402",15.7,13.2,12.1,"0.319","0.534","0.392",43.2
"Jackson, Luke",592426,"SF","SL","Slider",1.2,4,"367",69.9,"106","0.2","0.3","0.269",27.4,30.2,24.4,"0.196","0.318","0.245",33.8
"Devenski, Chris",606965,"TB","CH","Changeup",-0.5,-2,"351",51.6,"106","0.235","0.367","0.277",35.8,29.2,23.3,"0.228","0.377","0.279",29.6
"Shuster, Jared",694363,"ATL","FF","4-Seamer",-1.4,-5,"381",44.1,"106","0.311","0.489","0.399",9.9,11.3,12.6,"0.311","0.474","0.394",45.6
"Quantrill, Cal",615698,"CLE","FC","Cutter",-1.3,-5,"411",24,"106","0.33","0.495","0.378",22.1,12.3,14.3,"0.298","0.496","0.364",40
"Scherzer, Max",453286,"TEX","CH","Changeup",-0.2,-1,"347",14.1,"105","0.207","0.283","0.267",27.5,28.6,15.9,"0.199","0.278","0.267",27
"Suárez, Ranger",624133,"PHI","FF","4-Seamer",-0.8,-4,"434",21.5,"105","0.304","0.478","0.377",21.9,22.9,22.9,"0.29","0.504","0.37",45.7
"Sewald, Paul",623149,"AZ","ST","Sweeper",0.1,0,"444",42.8,"105","0.191","0.394","0.287",30.9,31.4,20.6,"0.176","0.304","0.248",27.4
"Kelly, Merrill",518876,"AZ","FC","Cutter",0.2,1,"508",18.1,"105","0.22","0.352","0.311",24.4,23.8,21.9,"0.229","0.367","0.309",26.9
"Davidson, Tucker",656353,"KC","SL","Slider",-0.6,-2,"375",44.3,"105","0.34","0.485","0.377",23.1,16.2,16.5,"0.335","0.492","0.374",37
